use_id,plant_id,raw_record_id,cesky_nazev_display,cast_rostliny_text,cast_rostliny_kategorie,cast_rostliny_je_kombinovana,domena,domena_slug,poddomena_text,poddomena_kategorie,status_znalosti,status_znalosti_slug,aplikovatelnost_v_cr,aplikovatelnost_slug,typicke_lokality_text,obdobi_ziskani_text,mesic_od,mesic_do,fenologicka_faze,zpusob_pripravy,cilovy_efekt,chutovy_profil,vonny_profil,palivovy_potencial_text,hlavni_rizika,kontraindikace_interakce,legalita_poznamka_cr,dukaznost_typ,dukaznost_skore,dukaznost_rank,ma_druhy_zdroj,je_trvanlive_1m_plus,je_v_jadru_bezne_1m_plus,processing_methods_text,processing_methods_count,ma_potravinove_konzervacni_metody,sber_doporuceni,kuratorska_poznamka
r058,plant_picea_abies,R058,smrk ztepilý,mladé výhonky,vyhonky_a_pupeny,False,fytoterapie,fytoterapie,sirup / odvar / tradiční domácí užití,sirup_koncentrat,globální analog,globalni_analog,vysoká,vysoka,"hory, podhůří, zahrady, parky",IV–V,4,5,čerstvé jarní výhonky,Domácí sirup nebo odvar z mladých výhonků; v karpatských tradicích hlavně na respirační obtíže.,Tradiční domácí podpůrný prostředek při kašli a nachlazení.,pryskyřičný,lesně pryskyřičný,neaplikovatelné,Nejde o oficiálně standardizovanou českou monografii; hlavní hodnota je etnobotanická.,Opatrnost u citlivých dýchacích cest a u dětí s koncentrovanými domácími sirupy.,Jde o dobře přenositelný karpatský analog.,karpatská etnobotanika,C,3,True,False,False,Sirup / koncentrát,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: čerstvé jarní výhonky; v datech je pro něj vedené období IV–V. Ber jen malé množství mladých výhonků nebo pupenů z více rostlin; neotrhej všechny vrcholové pupeny jedné dřeviny. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Právě typ položky, kterou české přehledy často vynechávají."
r059,plant_pinus_sylvestris,R059,borovice lesní,pupeny / mladé výhonky,vyhonky_a_pupeny,False,pití,piti,sirup / čaj,caj_nalev,globální analog,globalni_analog,vysoká,vysoka,"borové lesy, písčiny, suché stráně, parky",IV–V,4,5,nalévající pupeny a mladé výhonky,Připravit aromatický sirup nebo krátký nálev; chuť je výrazně pryskyřičná.,Lesní aromatický nápoj a domácí sezónní specialita.,"pryskyřičný, lehce citrusový",silně jehličnatý,neaplikovatelné,Přílišný sběr poškozuje růst; pryskyřičná chuť je intenzivní.,Nevhodné přehánět u citlivých osob; sbírat jen malé množství.,Preferovat vlastní nebo hospodářsky nepodstatné větévky.,karpatská etnobotanika,C,3,False,False,False,Sirup / koncentrát,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: nalévající pupeny a mladé výhonky; v datech je pro něj vedené období IV–V. Ber jen malé množství mladých výhonků nebo pupenů z více rostlin; neotrhej všechny vrcholové pupeny jedné dřeviny. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Vysoká přenositelnost do ČR díky stejnému druhu a klimatu.
r060,plant_pinus_sylvestris,R060,borovice lesní,pupeny / mladé výhonky,vyhonky_a_pupeny,False,fytoterapie,fytoterapie,sirup / nálev / tradiční domácí užití,caj_nalev,globální analog,globalni_analog,vysoká,vysoka,"borové lesy, suché stráně, parky",IV–V,4,5,jarní pupeny a výhonky,Tradiční domácí použití v sirupech a nálevech při respiračních potížích.,"Podpůrné použití při kašli, bronchitidě a nachlazení v karpatských tradicích.",pryskyřičný,silně lesní,neaplikovatelné,"Silně tradiční, nikoli standardizovaná česká monografie; možné dráždění při přehnané koncentraci.",U přetrvávajících obtíží nutná standardní medicína; opatrnost u malých dětí.,"Globální/krajový analog, ne český mainstream.",karpatská etnobotanika,C,3,False,False,False,Sirup / koncentrát,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: jarní pupeny a výhonky; v datech je pro něj vedené období IV–V. Ber jen malé množství mladých výhonků nebo pupenů z více rostlin; neotrhej všechny vrcholové pupeny jedné dřeviny. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Dobrá položka pro „přenositelné zapomenuté znalosti“.
r061,plant_abies_alba,R061,jedle bělokorá,mladé výhonky,vyhonky_a_pupeny,False,pití,piti,sirup / čaj,caj_nalev,globální analog,globalni_analog,střední,stredni,"podhorské a horské lesy, parky, zahrady",IV–V,4,5,čerstvé světlé výhonky,Ze svěžích jarních výhonků připravit sirup nebo nálev v malém množství.,Lesně aromatický sezónní nápoj.,"jemně pryskyřičný, citrusově jehličnatý",čistě jehličnatý,neaplikovatelné,Nízká dostupnost oproti smrku a borovici; nadměrný sběr poškozuje strom.,"Opatrnost při sběru v přirozených porostech, preferovat pěstované stromy.",Sbírat jen velmi střídmě a šetrně.,karpatská etnobotanika,C,3,False,False,False,Sirup / koncentrát,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: čerstvé světlé výhonky; v datech je pro něj vedené období IV–V. Ber jen malé množství mladých výhonků nebo pupenů z více rostlin; neotrhej všechny vrcholové pupeny jedné dřeviny. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Cenné právě svou menší známostí.
r062,plant_abies_alba,R062,jedle bělokorá,mladé výhonky,vyhonky_a_pupeny,False,fytoterapie,fytoterapie,sirup / nálev / tradiční domácí užití,caj_nalev,globální analog,globalni_analog,střední,stredni,"podhorské a horské lesy, parky",IV–V,4,5,jarní výhonky,V karpatských tradicích se mladé výhonky používají v sirupech a nálevech pro dýchací cesty.,Tradiční podpůrné použití při kašli a respiračních potížích.,pryskyřičný,jehličnatě lesní,neaplikovatelné,Slabší formální opora než u EMA drog; hlavní hodnota je etnobotanická.,Nepoužívat jako náhradu péče u vážnějších stavů.,"Analog dobře přenositelný na ČR, ale spíše obskurní.",karpatská etnobotanika,C,3,False,False,False,Sirup / koncentrát,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: jarní výhonky; v datech je pro něj vedené období IV–V. Ber jen malé množství mladých výhonků nebo pupenů z více rostlin; neotrhej všechny vrcholové pupeny jedné dřeviny. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Vhodné držet v databázi jako méně známou jehličnatou alternativu.
r063,plant_sorbus_aucuparia,R063,jeřáb ptačí,plod,plodova_cast,False,potrava a pití,potrava_a_piti,želé / povidla / likér po úpravě,liker_macerat,méně známé,mene_zname,vysoká,vysoka,"horské a podhorské okraje lesů, meze, aleje, parky",IX–XI,9,11,"plně vybarvené plody, často po přemrznutí nebo po tepelné úpravě","Plody zpracovat vařením, přemrznutím nebo sušením; syrové jsou trpké a méně vhodné.",Silně aromatický podzimní plod pro konzervaci a nápoje.,"trpký, hořkosladký, ovocný",slabě hořkomandlový,neaplikovatelné,Syrové ve větším množství dráždivé; nutná úprava.,Hlavní limit je správná úprava a chuťová výraznost.,Běžně možné.,česká etnobotanika,B,4,False,False,False,Sušení · Zavaření / sterilace ve sklenici · Tinktura / alkoholová macerace · Cukrování / kandování / džem,4,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně vybarvené plody, často po přemrznutí nebo po tepelné úpravě; v datech je pro něj vedené období IX–XI. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Klasická, ale dnes už méně běžná česká podzimní surovina."
r064,plant_prunus_spinosa,R064,trnka obecná,plod,plodova_cast,False,potrava a pití,potrava_a_piti,povidla / marmeláda / likér,liker_macerat,méně známé,mene_zname,vysoká,vysoka,"křoviny, meze, stráně, okraje polí a lesů",IX–XI,9,11,"tmavé vyzrálé plody, často po prvních mrazech",Plody použít hlavně po přemrznutí nebo tepelné úpravě.,Výrazný podzimní plod pro zavařeniny a domácí likéry.,"trpce ovocný, později sladší",ovocně peckovinový,neaplikovatelné,Syrové bývají velmi trpké; trny komplikují sběr.,Bez zvláštních interakcí v potravním množství.,"Běžně možné, ale pracnější sběr.",česká etnobotanika,B,4,False,False,False,Zavaření / sterilace ve sklenici · Tinktura / alkoholová macerace · Cukrování / kandování / džem,3,True,"Sbírej jen správně určený, zdravý materiál v této fázi: tmavé vyzrálé plody, často po prvních mrazech; v datech je pro něj vedené období IX–XI. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Vysoká tradiční hodnota, nižší dnešní frekvence používání."
r065,plant_corylus_avellana,R065,líska obecná,ořech,semena_a_orisky,False,potrava,potrava,čerstvý ořech / sušení / pasta / mléko,suseni_skladovani,mainstream,mainstream,vysoká,vysoka,"lesní okraje, křoviny, meze, zahrady",VIII–X,8,10,zralé ořechy po opadávání nebo snadném uvolnění,Sušit a skladovat v suchu; lze jíst celé nebo zpracovat.,Energeticky bohatý lesní plod s vysokou univerzalitou.,"oříškový, sladký",slabý,neaplikovatelné,Alergie na ořechy; plísně při špatném skladování.,Alergici musí vynechat.,Běžně možné.,česká etnobotanika,B,4,False,False,False,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: zralé ořechy po opadávání nebo snadném uvolnění; v datech je pro něj vedené období VIII–X. Sbírej až plně vyzrálá a suchá semena nebo oříšky; část ponech pro obnovu porostu i pro živočichy. Každou dávku hned protřiď; plesnivý, nahnilý nebo hmyzem poškozený materiál vyřaď. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Jedna z nejpraktičtějších lesních potravních surovin.
r066,plant_malus_domestica,R066,jabloň domácí,plod,plodova_cast,False,potrava a pití,potrava_a_piti,čerstvé plody / mošt / sušení / pečení,suseni_skladovani,mainstream,mainstream,vysoká,vysoka,"sady, zahrady, staré aleje, vesnické zahrady",VIII–XI,8,11,zralý plod,"čerstvá konzumace, mošt, křížaly, pečení, pyré","výživa, skladovatelný podzimní zdroj, široká kuchyňská použitelnost",sladký až sladkokyselý,"ovocný, slabší až střední",neaplikovatelné,Jádřince a semena nekonzumovat ve větším množství; u spadlých plodů pozor na hnilobu a vosy.,U citlivých osob možné zažívací obtíže při vyšší kyselosti; jinak běžná potravina.,Sběr jen z vlastních nebo volně přístupných stromů; pozor na postřiky.,česká ovocnářská kontinuita + běžná kuchyňská praxe,B,4,False,False,False,Sušení,1,True,"Sbírej jen správně určený, zdravý materiál v této fázi: zralý plod; v datech je pro něj vedené období VIII–XI. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Vyhni se lokalitám u silnic, postřiků, psích tras, skládek a jiných zdrojů kontaminace. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Doplňuje dosud podreprezentovanou vrstvu běžného českého ovoce.
r067,plant_malus_domestica,R067,jabloň domácí,plod,plodova_cast,False,pití,piti,mošt / cider / ocet,ocet,méně známé,mene_zname,vysoká,vysoka,"sady, zahrady, staré aleje",IX–XI,9,11,plně zralý plod,"lisování na mošt, spontánní nebo řízené kvašení, výroba octa","nápojový zdroj, uchování úrody, kyselé kuchyňské použití","sladkokyselý, tříslovitost dle odrůdy","ovocný, lehce kvašený",neaplikovatelné,Kvašené produkty vyžadují hygienu; čerstvý nefiltrovaný mošt se rychle kazí.,U kyselých produktů opatrnost při citlivém žaludku; alkoholické produkty mimo běžnou potravní vrstvu.,Legální z vlastních zdrojů; u veřejných stromů řešit vlastnictví.,česká ovocnářská kontinuita + historická praxe,B,4,False,False,False,Kvašení / fermentace · Naložení do octa / ocet,2,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně zralý plod; v datech je pro něj vedené období IX–XI. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Spíše tradiční zpracování úrody než léčebné použití.
r068,plant_pyrus_communis,R068,hrušeň obecná,plod,plodova_cast,False,potrava a pití,potrava_a_piti,čerstvé plody / sušení / kompot,zavarenina,mainstream,mainstream,vysoká,vysoka,"sady, zahrady, staré vysokokmenné stromy, polní cesty",VIII–X,8,10,zralý plod,"čerstvá konzumace, sušené hrušky, kompoty, pečení","výživa, sladká konzervace, tradiční podzimní ovoce","sladký, měkký až máslový",jemně ovocný,neaplikovatelné,Přezrálé plody rychle kvasí a lákají hmyz; některé staré odrůdy jsou tvrdé až po odležení.,Běžná potravina; při průmyslovém ošetření pozor na zbytky postřiků.,Sběr obdobně jako u jabloní podle vlastnictví a přístupu.,česká ovocnářská kontinuita + běžná kuchyňská praxe,B,4,False,False,False,Sušení · Kompot,2,True,"Sbírej jen správně určený, zdravý materiál v této fázi: zralý plod; v datech je pro něj vedené období VIII–X. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Každou dávku hned protřiď; plesnivý, nahnilý nebo hmyzem poškozený materiál vyřaď. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.",Dobře doplňuje vrstvu tradičního sadového ovoce.
r069,plant_pyrus_communis,R069,hrušeň obecná,plod,plodova_cast,False,pití,piti,mošt / perry / odvar ze sušených plodů,suseni_skladovani,méně známé,mene_zname,vysoká,vysoka,"sady, zahrady, staré sady",IX–XI,9,11,plně zralý až odležený plod,"lisování, sušení, vaření sušených plodů do zimních nápojů",nápojové využití a delší uchování úrody,"sladký, jemně kořenitý","ovocný, medový",neaplikovatelné,Rychlá zkáza přezrálých plodů; fermentace vyžaduje hygienu.,U alkoholických produktů běžná omezení; jinak bez zásadních interakcí.,Sběr podle vlastnictví; vhodnější z vlastních stromů.,česká ovocnářská kontinuita + historická praxe,B,4,False,False,False,Sušení · Kvašení / fermentace,2,True,"Sbírej jen správně určený, zdravý materiál v této fázi: plně zralý až odležený plod; v datech je pro něj vedené období IX–XI. Sbírej jen zralé, zdravé a nepoškozené plody; přezrálé, plesnivé nebo otlačené kusy hned vyřaď a část plodů nech na stanovišti. Preferuj vlastní, pěstované nebo výslovně povolené zdroje; na cizí pozemek ani cizí dřevinu nezasahuj bez souhlasu. Sbírej za sucha, do čisté prodyšné nádoby, bez zbytečného kontaktu se zeminou, a materiál co nejdřív zpracuj nebo usuš.","Méně připomínané než jablečný mošt, ale historicky praktické."
